"OTU","p.value","adj.p.value"
"ASV3710",1,1
"ASV3711",1,1
"ASV3712",1,1
"ASV3713",1,1
"ASV3714",1,1
"ASV3715",1,1
"ASV3716",1,1
"ASV3717",NA,NA
"ASV3718",1,1
"ASV3719",1,1
"ASV372",1,1
"ASV3720",1,1
"ASV3721",1,1
"ASV3722",1,1
"ASV3723",1,1
"ASV3724",1,1
"ASV3725",1,1
"ASV3726",1,1
"ASV3727",1,1
"ASV3728",1,1
"ASV3729",1,1
"ASV373",1,1
"ASV3730",1,1
"ASV3731",1,1
"ASV3732",1,1
"ASV3733",1,1
"ASV3734",1,1
"ASV3735",1,1
"ASV3736",1,1
"ASV3737",1,1
"ASV3738",1,1
"ASV3739",1,1
"ASV374",1,1
"ASV3741",NA,NA
"ASV3742",NA,NA
"ASV3743",NA,NA
"ASV3744",1,1
"ASV3746",1,1
"ASV3747",1,1
"ASV3749",1,1
"ASV3750",1,1
"ASV3751",1,1
"ASV3752",1,1
"ASV3753",1,1
"ASV3754",1,1
"ASV3755",1,1
"ASV3756",1,1
"ASV3757",1,1
"ASV3758",1,1
"ASV3759",1,1
"ASV3760",1,1
"ASV3761",NA,NA
"ASV3762",1,1
"ASV3763",1,1
"ASV3765",1,1
"ASV3766",1,1
"ASV3767",1,1
"ASV3768",1,1
"ASV3769",1,1
"ASV377",1,1
"ASV3770",1,1
"ASV3771",1,1
"ASV3772",1,1
"ASV3774",1,1
"ASV3775",1,1
"ASV3776",1,1
"ASV3777",1,1
"ASV3778",1,1
"ASV3779",1,1
"ASV3780",1,1
"ASV3781",1,1
"ASV3782",1,1
"ASV3783",1,1
"ASV3784",1,1
"ASV3785",1,1
"ASV3786",1,1
"ASV3787",1,1
"ASV3788",1,1
"ASV3789",1,1
"ASV379",1,1
"ASV3790",1,1
"ASV3792",1,1
"ASV3793",1,1
"ASV3794",1,1
"ASV3795",1,1
"ASV3796",1,1
"ASV3797",1,1
"ASV3798",1,1
"ASV3799",1,1
"ASV38",1,1
"ASV3800",1,1
"ASV3802",1,1
"ASV3803",1,1
"ASV3804",1,1
"ASV3806",1,1
"ASV3807",1,1
"ASV3808",1,1
"ASV3809",1,1
"ASV3810",1,1
"ASV3811",1,1
"ASV3812",1,1
"ASV3813",1,1
"ASV3814",1,1
"ASV3816",1,1
"ASV3817",1,1
"ASV3818",1,1
"ASV3819",1,1
"ASV382",1,1
"ASV3820",1,1
"ASV3821",1,1
"ASV3822",1,1
"ASV3823",1,1
"ASV3824",1,1
"ASV3825",1,1
"ASV3826",1,1
"ASV3827",1,1
"ASV3828",1,1
"ASV3829",1,1
"ASV383",1,1
"ASV3830",1,1
"ASV3831",1,1
"ASV3832",1,1
"ASV3833",1,1
"ASV3834",1,1
"ASV3835",1,1
"ASV3836",1,1
"ASV3837",1,1
"ASV3838",1,1
"ASV3839",1,1
"ASV384",1,1
"ASV3840",1,1
"ASV3841",1,1
"ASV3842",1,1
"ASV3843",1,1
"ASV3844",1,1
"ASV3845",1,1
"ASV3846",1,1
"ASV3847",1,1
"ASV3848",1,1
"ASV3849",1,1
"ASV385",1,1
"ASV3850",1,1
"ASV3851",1,1
"ASV3852",1,1
"ASV3853",1,1
"ASV3855",1,1
"ASV3856",1,1
"ASV3857",1,1
"ASV3858",1,1
"ASV3859",1,1
"ASV386",1,1
"ASV3860",1,1
"ASV3861",1,1
"ASV3862",1,1
"ASV3863",1,1
"ASV3864",1,1
"ASV3866",1,1
"ASV3868",1,1
"ASV3869",1,1
"ASV3870",1,1
"ASV3871",1,1
"ASV3872",1,1
"ASV3873",1,1
"ASV3874",1,1
"ASV3876",1,1
"ASV3877",1,1
"ASV3878",1,1
"ASV3879",1,1
"ASV388",1,1
"ASV3882",1,1
"ASV3883",1,1
"ASV3884",1,1
"ASV3885",1,1
"ASV3887",1,1
"ASV3889",1,1
"ASV389",NA,NA
"ASV3890",1,1
"ASV3891",1,1
"ASV3892",1,1
"ASV3893",1,1
"ASV3894",1,1
"ASV3895",1,1
"ASV3896",NA,NA
"ASV3897",NA,NA
"ASV3898",1,1
"ASV3899",1,1
"ASV39",1,1
"ASV390",1,1
"ASV3900",1,1
"ASV3901",1,1
"ASV3902",1,1
"ASV3903",NA,NA
"ASV3904",1,1
"ASV3905",1,1
"ASV3906",1,1
"ASV3907",1,1
"ASV3908",1,1
"ASV3909",1,1
"ASV391",1,1
"ASV3911",1,1
"ASV3912",1,1
"ASV3913",1,1
"ASV3914",1,1
"ASV3915",1,1
"ASV3916",1,1
"ASV3917",1,1
"ASV3918",1,1
"ASV3919",1,1
"ASV392",1,1
"ASV3920",1,1
"ASV3921",1,1
"ASV3922",1,1
"ASV3923",1,1
"ASV3924",NA,NA
"ASV3925",NA,NA
"ASV3926",1,1
"ASV3927",1,1
"ASV3928",1,1
"ASV393",1,1
"ASV3930",1,1
"ASV3931",1,1
"ASV3932",1,1
"ASV3933",1,1
"ASV3934",1,1
"ASV3935",1,1
"ASV3936",1,1
"ASV3937",1,1
"ASV3938",1,1
"ASV3939",1,1
"ASV394",1,1
"ASV3942",1,1
"ASV3943",1,1
"ASV3944",NA,NA
"ASV3945",1,1
"ASV3946",1,1
"ASV3947",1,1
"ASV3948",1,1
"ASV3949",1,1
"ASV395",1,1
"ASV3950",1,1
"ASV3951",1,1
"ASV3952",1,1
"ASV3953",1,1
"ASV3955",1,1
"ASV3957",1,1
"ASV3958",1,1
"ASV396",1,1
"ASV3960",1,1
"ASV3961",1,1
"ASV3962",1,1
"ASV3963",1,1
"ASV3964",1,1
"ASV3965",1,1
"ASV3967",1,1
"ASV3968",1,1
"ASV3969",1,1
"ASV397",1,1
"ASV3970",1,1
"ASV3972",1,1
"ASV3973",1,1
"ASV3974",1,1
"ASV3975",1,1
"ASV3976",1,1
"ASV3977",1,1
"ASV3978",1,1
"ASV3979",1,1
"ASV398",1,1
"ASV3980",1,1
"ASV3981",1,1
"ASV3982",1,1
"ASV3983",1,1
"ASV3984",1,1
"ASV3985",1,1
"ASV3986",1,1
"ASV3988",1,1
"ASV3989",1,1
"ASV3990",1,1
"ASV3991",1,1
"ASV3992",1,1
"ASV3993",1,1
"ASV3994",1,1
"ASV3995",NA,NA
"ASV3996",1,1
"ASV3997",1,1
"ASV3998",1,1
"ASV3999",1,1
"ASV4",1,1
"ASV400",1,1
"ASV4000",1,1
"ASV4001",1,1
"ASV4002",1,1
"ASV4003",1,1
"ASV4004",1,1
"ASV4005",1,1
"ASV4007",1,1
"ASV4009",1,1
"ASV401",NA,NA
"ASV4010",1,1
"ASV4011",1,1
"ASV4012",1,1
"ASV4013",1,1
"ASV4014",1,1
"ASV4015",1,1
"ASV4016",1,1
"ASV4017",1,1
"ASV4018",1,1
"ASV4019",1,1
"ASV402",1,1
"ASV4020",1,1
"ASV4021",1,1
"ASV4022",1,1
"ASV4023",1,1
"ASV4024",1,1
"ASV4025",1,1
"ASV4026",1,1
"ASV4027",1,1
"ASV4028",1,1
"ASV4029",1,1
"ASV403",1,1
"ASV4030",1,1
"ASV4031",1,1
"ASV4032",1,1
"ASV4033",1,1
"ASV4034",1,1
"ASV4035",1,1
"ASV4036",1,1
"ASV4037",1,1
"ASV4038",1,1
"ASV4039",1,1
"ASV4040",1,1
"ASV4041",1,1
"ASV4043",1,1
"ASV4044",1,1
"ASV4045",1,1
"ASV4046",1,1
"ASV4047",1,1
"ASV4048",1,1
"ASV4049",1,1
"ASV405",1,1
"ASV4050",1,1
"ASV4051",1,1
"ASV4052",1,1
"ASV4053",1,1
"ASV4054",1,1
"ASV4055",1,1
"ASV4056",1,1
"ASV4057",1,1
"ASV4058",1,1
"ASV4059",1,1
"ASV406",NA,NA
"ASV4060",NA,NA
"ASV4061",NA,NA
"ASV4062",1,1
"ASV4063",1,1
"ASV4064",1,1
"ASV4065",1,1
"ASV4066",1,1
"ASV4067",1,1
"ASV4068",1,1
"ASV4069",1,1
"ASV4070",1,1
"ASV4071",1,1
"ASV4072",1,1
"ASV4073",1,1
"ASV4074",1,1
"ASV4076",1,1
"ASV4077",1,1
"ASV4078",NA,NA
"ASV4079",1,1
"ASV408",1,1
"ASV4081",1,1
"ASV4082",1,1
"ASV4083",1,1
"ASV4084",1,1
"ASV4085",1,1
"ASV4087",1,1
"ASV4088",1,1
"ASV4089",1,1
"ASV409",1,1
"ASV4090",1,1
"ASV4091",1,1
"ASV4092",1,1
"ASV4093",1,1
"ASV4094",1,1
"ASV4095",1,1
"ASV4096",1,1
"ASV4097",1,1
"ASV4098",1,1
"ASV4099",1,1
"ASV41",1,1
"ASV410",1,1
"ASV4101",1,1
"ASV4102",1,1
"ASV4103",1,1
"ASV4104",1,1
"ASV4105",1,1
"ASV4106",1,1
"ASV4107",1,1
"ASV4108",1,1
"ASV4109",1,1
"ASV4110",NA,NA
"ASV4111",1,1
"ASV4113",1,1
"ASV4114",1,1
"ASV4115",NA,NA
"ASV4116",1,1
"ASV4117",NA,NA
"ASV4118",1,1
"ASV412",NA,NA
"ASV4120",1,1
"ASV4121",1,1
"ASV4122",1,1
"ASV4123",1,1
"ASV4124",1,1
"ASV4125",1,1
"ASV4126",1,1
"ASV4127",1,1
"ASV4128",1,1
"ASV4130",1,1
"ASV4132",1,1
"ASV4133",1,1
"ASV4134",1,1
"ASV4135",1,1
"ASV4136",1,1
"ASV4137",1,1
"ASV4138",1,1
"ASV414",1,1
"ASV4140",1,1
"ASV4141",1,1
"ASV4142",1,1
"ASV4143",1,1
"ASV4144",1,1
"ASV4145",1,1
"ASV4146",1,1
"ASV4147",1,1
"ASV4148",1,1
"ASV4149",1,1
"ASV415",1,1
"ASV4150",1,1
"ASV4151",1,1
"ASV4152",1,1
"ASV4153",1,1
"ASV4154",1,1
"ASV4155",1,1
"ASV4156",1,1
"ASV4157",1,1
"ASV4158",1,1
"ASV4159",1,1
"ASV4160",1,1
"ASV4161",1,1
"ASV4162",1,1
"ASV4163",1,1
"ASV4164",1,1
"ASV4165",1,1
"ASV4166",1,1
"ASV4167",1,1
"ASV4168",1,1
"ASV417",NA,NA
"ASV4172",1,1
"ASV4173",1,1
"ASV4174",1,1
"ASV4175",1,1
"ASV4176",1,1
"ASV4177",1,1
"ASV4179",1,1
"ASV418",1,1
"ASV4180",1,1
"ASV4181",1,1
"ASV4182",1,1
"ASV4183",1,1
"ASV4186",1,1
"ASV4187",1,1
"ASV4188",1,1
"ASV4191",1,1
"ASV4192",1,1
"ASV4194",1,1
"ASV4195",1,1
"ASV4196",1,1
"ASV4197",1,1
"ASV4198",1,1
"ASV4199",1,1
"ASV42",1,1
"ASV420",1,1
"ASV4200",1,1
"ASV4201",1,1
"ASV4202",1,1
"ASV4203",1,1
"ASV4204",1,1
"ASV4205",1,1
"ASV4206",1,1
"ASV4207",1,1
"ASV4208",1,1
"ASV4209",1,1
"ASV421",1,1
"ASV4210",1,1
"ASV4211",1,1
"ASV4212",1,1
"ASV4213",1,1
"ASV4214",1,1
"ASV4215",1,1
"ASV4216",1,1
"ASV4218",1,1
"ASV4220",1,1
"ASV4221",1,1
"ASV4223",1,1
"ASV4224",1,1
"ASV4225",1,1
"ASV4228",1,1
"ASV4229",1,1
"ASV423",1,1
"ASV4232",1,1
"ASV4233",1,1
"ASV4234",1,1
"ASV4235",1,1
"ASV4236",1,1
"ASV4237",1,1
"ASV4238",1,1
"ASV4239",1,1
"ASV424",1,1
"ASV4240",1,1
"ASV4242",1,1
"ASV4243",1,1
"ASV4244",1,1
"ASV4245",NA,NA
"ASV4246",1,1
"ASV4247",1,1
"ASV4248",1,1
"ASV4249",1,1
"ASV4250",1,1
"ASV4251",1,1
"ASV4252",1,1
"ASV4253",1,1
"ASV4255",1,1
"ASV4256",1,1
"ASV4257",1,1
"ASV4258",1,1
"ASV426",1,1
"ASV4260",1,1
"ASV4261",1,1
"ASV4262",1,1
"ASV4263",1,1
"ASV4264",1,1
"ASV4267",1,1
"ASV4268",1,1
"ASV4269",NA,NA
"ASV4270",1,1
"ASV4271",1,1
"ASV4274",1,1
"ASV4275",1,1
"ASV4276",1,1
"ASV4277",1,1
"ASV4278",1,1
"ASV4279",1,1
"ASV428",NA,NA
"ASV4280",1,1
"ASV4281",1,1
"ASV4282",1,1
"ASV4283",1,1
"ASV4285",1,1
"ASV4286",1,1
"ASV4287",1,1
"ASV4288",1,1
"ASV4289",1,1
"ASV429",1,1
"ASV4290",1,1
"ASV4291",1,1
"ASV4292",1,1
"ASV4294",1,1
"ASV4295",1,1
"ASV4296",1,1
"ASV4297",1,1
"ASV4298",1,1
"ASV4299",1,1
"ASV43",1,1
"ASV430",1,1
"ASV4300",1,1
"ASV4301",1,1
"ASV4302",1,1
"ASV4303",1,1
"ASV4306",1,1
"ASV4307",1,1
"ASV4308",1,1
"ASV4309",1,1
"ASV431",1,1
"ASV4310",1,1
"ASV4311",1,1
"ASV4312",1,1
"ASV4314",1,1
"ASV4315",1,1
"ASV4316",1,1
"ASV4319",1,1
"ASV432",1,1
"ASV4320",1,1
"ASV4321",1,1
"ASV4322",1,1
"ASV4323",1,1
"ASV4325",1,1
"ASV4326",1,1
"ASV4327",1,1
"ASV4328",1,1
"ASV4329",1,1
"ASV433",1,1
"ASV4330",1,1
"ASV4331",1,1
"ASV4333",1,1
"ASV4334",1,1
"ASV4335",1,1
"ASV4336",1,1
"ASV4337",1,1
"ASV4338",1,1
"ASV4339",1,1
"ASV434",1,1
"ASV4340",1,1
"ASV4341",1,1
"ASV4343",1,1
"ASV4344",1,1
"ASV4345",1,1
"ASV4346",1,1
"ASV4348",1,1
"ASV4349",1,1
"ASV435",NA,NA
"ASV4350",1,1
"ASV4351",1,1
"ASV4352",1,1
"ASV4355",1,1
"ASV4356",1,1
"ASV4357",1,1
"ASV4358",1,1
"ASV4359",1,1
"ASV436",NA,NA
"ASV4360",1,1
"ASV4361",1,1
"ASV4362",1,1
"ASV4363",1,1
"ASV4364",1,1
"ASV4365",1,1
"ASV4367",1,1
"ASV4368",1,1
"ASV4369",1,1
"ASV437",1,1
"ASV4370",1,1
"ASV4371",1,1
"ASV4372",1,1
"ASV4374",1,1
"ASV4375",1,1
"ASV4376",1,1
"ASV4378",1,1
"ASV4379",1,1
"ASV438",1,1
"ASV4380",1,1
"ASV4381",1,1
"ASV4382",1,1
"ASV4383",1,1
"ASV4384",1,1
"ASV4385",1,1
"ASV4387",1,1
"ASV4389",1,1
"ASV439",NA,NA
"ASV4390",1,1
"ASV4391",1,1
"ASV4392",1,1
"ASV4393",1,1
"ASV4394",1,1
"ASV4395",1,1
"ASV4396",1,1
"ASV4398",1,1
"ASV4399",1,1
"ASV44",NA,NA
"ASV440",1,1
"ASV4400",1,1
"ASV4401",1,1
"ASV4402",1,1
"ASV4404",1,1
"ASV4405",1,1
"ASV4406",1,1
"ASV4407",1,1
"ASV4408",1,1
"ASV4409",1,1
"ASV441",1,1
"ASV4410",1,1
"ASV4411",1,1
"ASV4412",1,1
"ASV4413",1,1
"ASV4414",1,1
"ASV4415",1,1
"ASV4416",1,1
"ASV4417",1,1
"ASV4418",1,1
"ASV4419",1,1
"ASV4420",1,1
"ASV4421",1,1
"ASV4422",1,1
"ASV4423",1,1
"ASV4424",1,1
"ASV4425",1,1
"ASV4426",1,1
"ASV4427",1,1
"ASV4428",1,1
"ASV4429",1,1
"ASV443",1,1
"ASV4430",1,1
"ASV4432",1,1
"ASV4436",1,1
"ASV4437",1,1
"ASV4439",1,1
"ASV444",1,1
"ASV4440",1,1
"ASV4441",1,1
"ASV4442",1,1
"ASV4443",1,1
"ASV4444",1,1
"ASV4445",1,1
"ASV4446",1,1
"ASV4447",1,1
"ASV4448",1,1
"ASV4450",1,1
"ASV4451",1,1
"ASV4452",1,1
"ASV4453",1,1
"ASV4454",1,1
"ASV4455",1,1
"ASV4456",1,1
"ASV4457",1,1
"ASV4458",1,1
"ASV4459",1,1
"ASV4460",1,1
"ASV4461",1,1
"ASV4462",1,1
"ASV4463",1,1
"ASV4464",1,1
"ASV4465",1,1
"ASV4466",1,1
"ASV4467",1,1
"ASV4468",1,1
"ASV4469",1,1
"ASV447",1,1
"ASV4470",1,1
"ASV4471",1,1
"ASV4472",1,1
"ASV4473",1,1
"ASV4474",1,1
"ASV4475",1,1
"ASV4476",1,1
"ASV4477",1,1
"ASV4478",1,1
"ASV4479",1,1
"ASV4481",1,1
"ASV4483",1,1
"ASV4484",1,1
"ASV4485",NA,NA
"ASV4486",NA,NA
"ASV4487",1,1
"ASV4489",1,1
"ASV4490",1,1
"ASV4491",1,1
"ASV4492",1,1
"ASV4493",1,1
"ASV4494",1,1
"ASV4495",1,1
"ASV4496",1,1
"ASV4497",1,1
"ASV4498",1,1
"ASV4499",1,1
"ASV45",1,1
"ASV450",1,1
"ASV4500",1,1
"ASV4501",1,1
"ASV4502",1,1
"ASV4503",1,1
"ASV4504",1,1
"ASV4505",1,1
"ASV4506",1,1
"ASV4507",1,1
"ASV4508",1,1
"ASV4509",1,1
"ASV451",1,1
"ASV4510",1,1
"ASV4511",1,1
"ASV4512",1,1
"ASV4513",1,1
"ASV4514",1,1
"ASV4515",1,1
"ASV4516",1,1
"ASV4517",1,1
"ASV4518",1,1
"ASV4519",1,1
"ASV452",NA,NA
"ASV4520",NA,NA
"ASV4521",1,1
"ASV4524",1,1
"ASV4525",1,1
"ASV4526",1,1
"ASV4527",1,1
"ASV4528",1,1
"ASV4529",1,1
"ASV453",1,1
"ASV4531",1,1
"ASV4532",1,1
"ASV4533",1,1
"ASV4534",1,1
"ASV4535",1,1
"ASV4536",1,1
"ASV4537",1,1
"ASV4538",1,1
"ASV454",1,1
"ASV4540",1,1
"ASV4541",1,1
"ASV4542",1,1
"ASV4543",1,1
"ASV4544",1,1
"ASV4545",1,1
"ASV4546",1,1
"ASV4547",1,1
"ASV4548",1,1
"ASV4549",1,1
"ASV455",1,1
"ASV4550",1,1
"ASV4552",1,1
"ASV4553",1,1
"ASV4554",1,1
"ASV4556",1,1
"ASV4557",1,1
"ASV4558",1,1
"ASV4559",1,1
"ASV456",1,1
"ASV4560",1,1
"ASV4561",1,1
"ASV4562",1,1
"ASV4564",1,1
"ASV4565",1,1
"ASV4566",1,1
"ASV4567",1,1
"ASV4568",1,1
"ASV457",NA,NA
"ASV4570",1,1
"ASV4571",1,1
"ASV4572",1,1
"ASV4573",1,1
"ASV4574",1,1
"ASV4575",1,1
"ASV4576",1,1
"ASV4577",1,1
"ASV4578",1,1
"ASV4579",1,1
"ASV458",1,1
"ASV4580",1,1
"ASV4581",1,1
"ASV4582",1,1
"ASV4583",1,1
"ASV4584",1,1
"ASV4585",1,1
"ASV4586",1,1
"ASV4587",1,1
"ASV459",1,1
"ASV4590",1,1
"ASV4591",1,1
"ASV4592",1,1
"ASV4593",1,1
"ASV4594",1,1
"ASV4595",1,1
"ASV4596",1,1
"ASV4597",1,1
"ASV4599",1,1
"ASV46",1,1
"ASV460",1,1
"ASV4600",1,1
"ASV4601",1,1
"ASV4602",1,1
"ASV4603",1,1
"ASV4604",1,1
"ASV4605",1,1
"ASV4606",1,1
"ASV4608",1,1
"ASV4609",1,1
"ASV461",NA,NA
"ASV4610",1,1
"ASV4611",1,1
"ASV4612",1,1
"ASV4613",1,1
"ASV4614",1,1
"ASV4615",1,1
"ASV4616",1,1
"ASV4617",1,1
"ASV4619",1,1
"ASV462",1,1
"ASV4620",1,1
"ASV4621",1,1
"ASV4622",1,1
"ASV4623",1,1
"ASV4625",1,1
"ASV4626",1,1
"ASV4627",1,1
"ASV4628",1,1
"ASV4629",1,1
"ASV463",NA,NA
"ASV4630",1,1
"ASV4631",1,1
"ASV4635",1,1
"ASV4636",1,1
"ASV4637",1,1
"ASV4638",1,1
"ASV4639",1,1
"ASV464",1,1
"ASV4640",1,1
"ASV4641",1,1
"ASV4643",1,1
"ASV4644",1,1
"ASV4645",1,1
"ASV4646",1,1
"ASV4647",1,1
"ASV4648",1,1
"ASV4649",1,1
"ASV465",1,1
"ASV4650",1,1
"ASV4651",1,1
"ASV4652",1,1
"ASV4656",1,1
"ASV4658",1,1
"ASV4659",1,1
"ASV466",1,1
"ASV4660",1,1
"ASV4661",1,1
"ASV4663",1,1
"ASV4664",1,1
"ASV4666",1,1
"ASV4667",1,1
"ASV4668",1,1
"ASV4669",1,1
"ASV467",1,1
"ASV4671",1,1
"ASV4672",1,1
"ASV4673",1,1
"ASV4674",1,1
"ASV4675",1,1
"ASV4676",1,1
"ASV4678",1,1
"ASV468",1,1
"ASV4681",1,1
"ASV4682",1,1
"ASV4683",1,1
"ASV4684",1,1
"ASV4685",1,1
"ASV4686",1,1
"ASV4687",1,1
"ASV4688",1,1
"ASV4689",1,1
"ASV469",1,1
"ASV4690",1,1
"ASV4691",1,1
"ASV4692",1,1
"ASV4693",1,1
"ASV4694",1,1
"ASV4695",1,1
"ASV4696",1,1
"ASV4697",1,1
"ASV4698",1,1
"ASV4699",1,1
"ASV47",NA,NA
"ASV470",NA,NA
"ASV4700",1,1
"ASV4701",1,1
"ASV4702",1,1
"ASV4703",1,1
"ASV4704",1,1
"ASV4705",1,1
"ASV4706",1,1
"ASV4707",1,1
"ASV4708",1,1
"ASV4709",1,1
"ASV471",1,1
"ASV4710",1,1
"ASV4712",1,1
"ASV4713",1,1
"ASV4714",1,1
"ASV4715",1,1
"ASV4716",1,1
"ASV4717",1,1
"ASV4719",1,1
"ASV472",1,1
"ASV4720",1,1
"ASV4721",1,1
"ASV4722",1,1
"ASV4723",1,1
"ASV4724",1,1
"ASV4725",1,1
"ASV4726",1,1
"ASV4727",1,1
"ASV4728",1,1
"ASV4729",1,1
"ASV473",1,1
"ASV4730",1,1
"ASV4731",1,1
"ASV4732",1,1
"ASV4733",1,1
"ASV4734",1,1
"ASV4735",1,1
"ASV4736",1,1
"ASV4737",1,1
"ASV4738",1,1
"ASV4739",1,1
"ASV4741",1,1
"ASV4742",1,1
"ASV4743",1,1
"ASV4744",NA,NA
"ASV4746",NA,NA
"ASV4747",1,1
"ASV4748",1,1
"ASV4749",1,1
"ASV475",1,1
"ASV4750",1,1
"ASV4751",1,1
"ASV4753",1,1
"ASV4754",1,1
"ASV4755",1,1
"ASV4757",1,1
"ASV4758",1,1
"ASV4759",1,1
"ASV476",1,1
"ASV4760",1,1
"ASV4761",1,1
"ASV4762",1,1
"ASV4763",1,1
"ASV4764",1,1
"ASV4765",1,1
"ASV4768",1,1
"ASV4769",1,1
"ASV477",1,1
"ASV4770",1,1
"ASV4771",1,1
"ASV4772",1,1
"ASV4774",1,1
"ASV4775",1,1
"ASV4776",1,1
"ASV4777",1,1
"ASV4778",1,1
"ASV4779",1,1
"ASV478",1,1
"ASV4780",1,1
"ASV4781",1,1
"ASV4782",1,1
"ASV4784",1,1
"ASV4785",1,1
"ASV4786",1,1
"ASV4788",1,1
"ASV4789",1,1
"ASV479",1,1
"ASV4790",1,1
"ASV4791",1,1
"ASV4792",1,1
"ASV4794",1,1
"ASV4795",1,1
"ASV4796",1,1
"ASV4797",1,1
"ASV4798",1,1
"ASV4799",1,1
"ASV48",1,1
"ASV480",1,1
"ASV4800",1,1
"ASV4801",1,1
"ASV4802",1,1
"ASV4803",1,1
"ASV4804",1,1
"ASV4805",1,1
"ASV4806",1,1
"ASV4807",1,1
"ASV4808",1,1
"ASV4809",1,1
"ASV4810",1,1
"ASV4811",1,1
"ASV4812",1,1
"ASV4813",1,1
"ASV4814",1,1
"ASV4815",1,1
"ASV4816",1,1
"ASV4817",1,1
"ASV4818",1,1
"ASV482",NA,NA
"ASV4820",1,1
"ASV4821",1,1
"ASV4822",1,1
"ASV4823",1,1
"ASV4824",1,1
"ASV4825",1,1
"ASV4826",1,1
"ASV4827",1,1
"ASV4828",1,1
"ASV4829",1,1
"ASV483",1,1
"ASV4830",1,1
"ASV4831",1,1
"ASV4832",1,1
"ASV4833",1,1
"ASV4834",1,1
"ASV4836",1,1
"ASV4838",1,1
"ASV4839",1,1
"ASV484",1,1
"ASV4840",1,1
"ASV4841",1,1
"ASV4842",1,1
"ASV4844",1,1
"ASV4845",1,1
"ASV4846",1,1
"ASV4847",1,1
"ASV4848",1,1
"ASV4849",1,1
"ASV485",1,1
"ASV4851",1,1
"ASV4852",1,1
"ASV4853",1,1
"ASV4854",1,1
"ASV4856",1,1
"ASV4857",1,1
"ASV4858",1,1
"ASV4859",1,1
"ASV486",1,1
"ASV4860",1,1
"ASV4861",1,1
"ASV4864",1,1
"ASV4865",1,1
"ASV4866",1,1
"ASV4867",1,1
"ASV4869",1,1
"ASV487",1,1
"ASV4870",1,1
"ASV4871",1,1
"ASV4872",1,1
"ASV4873",1,1
"ASV4874",1,1
"ASV4875",1,1
"ASV4876",1,1
"ASV4877",1,1
"ASV4878",1,1
"ASV4879",1,1
"ASV488",1,1
"ASV4880",1,1
"ASV4882",1,1
"ASV4883",1,1
"ASV4884",1,1
"ASV4885",1,1
"ASV4886",1,1
"ASV4887",1,1
"ASV4889",1,1
"ASV489",1,1
"ASV4890",1,1
"ASV4891",1,1
"ASV4892",1,1
"ASV4893",1,1
"ASV4894",1,1
"ASV4895",1,1
"ASV4896",1,1
"ASV4897",1,1
"ASV4898",1,1
"ASV4899",1,1
"ASV49",1,1
"ASV490",1,1
"ASV4900",1,1
"ASV4901",1,1
"ASV4903",1,1
"ASV4904",1,1
"ASV4905",1,1
"ASV4906",1,1
"ASV4907",1,1
"ASV4908",1,1
"ASV4909",1,1
"ASV491",1,1
"ASV4910",1,1
"ASV4911",1,1
"ASV4912",1,1
"ASV4913",1,1
"ASV4914",1,1
"ASV4915",1,1
"ASV4917",1,1
"ASV4918",1,1
"ASV4919",1,1
"ASV492",1,1
"ASV4920",1,1
"ASV4921",1,1
"ASV4922",1,1
"ASV4923",1,1
"ASV4924",1,1
"ASV4925",1,1
"ASV4926",1,1
"ASV4927",1,1
"ASV4928",1,1
"ASV4929",1,1
"ASV493",1,1
"ASV4931",1,1
"ASV4932",1,1
"ASV4933",1,1
"ASV4934",1,1
"ASV4935",1,1
"ASV4936",1,1
"ASV4937",1,1
"ASV4938",1,1
"ASV4940",1,1
"ASV4941",1,1
"ASV4942",1,1
"ASV4943",1,1
"ASV4944",1,1
"ASV4945",1,1
"ASV4946",1,1
"ASV4947",1,1
"ASV4949",1,1
"ASV495",1,1
"ASV4951",1,1
"ASV4952",1,1
"ASV4953",1,1
"ASV4954",1,1
"ASV4956",1,1
"ASV496",1,1
"ASV4960",1,1
"ASV4961",1,1
"ASV4962",1,1
"ASV4963",1,1
"ASV4964",1,1
"ASV4965",1,1
"ASV4966",1,1
"ASV4967",1,1
"ASV4968",1,1
"ASV4969",1,1
"ASV497",1,1
"ASV4970",1,1
"ASV4971",1,1
"ASV4972",1,1
"ASV4973",1,1
"ASV4974",1,1
"ASV4975",1,1
"ASV4976",1,1
"ASV4977",1,1
"ASV4978",1,1
"ASV4979",1,1
"ASV498",1,1
"ASV4980",1,1
"ASV4981",1,1
"ASV4982",1,1
"ASV4983",1,1
"ASV4984",1,1
"ASV4986",1,1
"ASV4988",1,1
"ASV4989",1,1
"ASV499",1,1
"ASV4990",1,1
"ASV4991",1,1
"ASV4992",1,1
"ASV4993",1,1
"ASV4994",1,1
"ASV4995",1,1
"ASV4996",1,1
"ASV4997",1,1
"ASV4998",1,1
"ASV4999",1,1
"ASV5",1,1
"ASV50",1,1
"ASV500",1,1
"ASV5000",1,1
"ASV5001",1,1
"ASV5002",1,1
"ASV5003",1,1
"ASV5004",1,1
"ASV5005",1,1
"ASV5006",1,1
"ASV5008",1,1
"ASV5009",1,1
"ASV501",1,1
"ASV5010",1,1
"ASV5011",1,1
"ASV5012",1,1
"ASV5013",1,1
"ASV5014",1,1
"ASV5015",1,1
"ASV5016",1,1
"ASV5017",1,1
"ASV5018",1,1
